date,star,like,comment,comment_n
"February 25, 2021",1,3.0,"I used to be able to turn my TV off through the app, but that functionality has been disabled for some reason in the newest update? Any idea on when this will come back?","['used', 'able', 'turn', 'tv', 'app', 'functionality', 'disabled', 'reason', 'newest', 'update', 'idea', 'come', 'back']"
"April 8, 2020",1,,I really wish the app would notify me when the dryer is finished. I was on line with a very sassy woman for an hour and she never could get it to work. So disappointed ☹️,"['really', 'wish', 'app', 'would', 'notify', 'dryer', 'finished', 'line', 'sassy', 'woman', 'hour', 'never', 'could', 'get', 'work', 'disappointed']"
"March 11, 2021",1,,"I have a wifi enable lg tv 3 years old, the original allowed me to control the TV with my phone now with New app it can't be located via wifi so can't be added, I also can manually add my TV model? This made the app useless.","['wifi', 'enable', 'lg', 'tv', 'year', 'old', 'original', 'allowed', 'control', 'tv', 'phone', 'new', 'app', 'located', 'via', 'wifi', 'added', 'also', 'manually', 'add', 'tv', 'model', 'made', 'app', 'useless']"
"September 25, 2020",2,,"It will be perfect is the schedule function able to set Operation Mode and Fan Speed with dates or daily or weekly. Even with latest update, those function did not improve or implemented. Very disappointed.","['perfect', 'schedule', 'function', 'able', 'set', 'operation', 'mode', 'fan', 'speed', 'date', 'daily', 'weekly', 'even', 'latest', 'update', 'function', 'improve', 'implemented', 'disappointed']"
"January 1, 2019",1,,"it is just for a notification not for to do anything manually in app.. it means if we want only to make our clothes dry then we cant... we need some more options in app like soak,wash,rinse,spin.. make a individual setting for different operating...","['notification', 'anything', 'manually', 'app', 'mean', 'want', 'make', 'clothes', 'dry', 'cant', 'need', 'option', 'app', 'like', 'soak', 'wash', 'rinse', 'spin', 'make', 'individual', 'setting', 'different', 'operating']"
"July 21, 2020",1,2.0,"Everytime I restart my TV, LG Thinq adds it as a new one. So now I have like 15 TVs in the list, and no one is turned on, it says. So I can't use this app for like two or three months","['everytime', 'restart', 'tv', 'lg', 'thinq', 'add', 'new', 'one', 'like', 'tv', 'list', 'one', 'turned', 'say', 'use', 'app', 'like', 'two', 'three', 'month']"
"July 6, 2020",5,1.0,It's a great app. A good feature would be it turns off the dryer automatically when you leave the house. A widget that shows time remaining would great,"['great', 'app', 'good', 'feature', 'would', 'turn', 'dryer', 'automatically', 'leave', 'house', 'widget', 'show', 'time', 'remaining', 'would', 'great']"
"October 5, 2020",1,1.0,Awful requires access to calls and locations and is being used to sell/send off your information. I just got a new lg washer and look forward to using the app but have no intention of just letting have my stuff.,"['awful', 'requires', 'access', 'call', 'location', 'used', 'sell', 'send', 'information', 'got', 'new', 'lg', 'washer', 'look', 'forward', 'using', 'app', 'intention', 'letting', 'stuff']"
"August 1, 2020",1,1.0,Can't get it to work unless you promise the internet all you data. Not easy it needs all kinds of permissions. Is not a standalone app. It sucks,"['get', 'work', 'unless', 'promise', 'internet', 'data', 'easy', 'need', 'kind', 'permission', 'standalone', 'app', 'suck']"
"November 11, 2020",1,,You have a long way to go with the app for it to be useful. Pretty disappointing that the Samsung App can recognize and connect to the tv faster than your app.,"['long', 'way', 'go', 'app', 'useful', 'pretty', 'disappointing', 'samsung', 'app', 'recognize', 'connect', 'tv', 'faster', 'app']"
"November 19, 2020",1,,This app used to work great but now it won't load past the 1st page. Tries to load the washer or dryer when they're clicked on but it just loads a blank page and freezes.,"['app', 'used', 'work', 'great', 'load', 'past', 'st', 'page', 'try', 'load', 'washer', 'dryer', 'clicked', 'load', 'blank', 'page', 'freeze']"
"May 28, 2020",5,,I am using it with my LG window AC. Best Appliances app i have ever used.. Top notch response and all important setting are there.. Even you can keep your eyes on meter bill with this app.,"['using', 'lg', 'window', 'ac', 'best', 'appliance', 'app', 'ever', 'used', 'top', 'notch', 'response', 'important', 'setting', 'even', 'keep', 'eye', 'meter', 'bill', 'app']"
"February 24, 2021",1,3.0,The most recent update broke the app. Many of the options on washer and dryer are displaying bits of code instead of the correct option in plain English.,"['recent', 'update', 'broke', 'app', 'many', 'option', 'washer', 'dryer', 'displaying', 'bit', 'code', 'instead', 'correct', 'option', 'plain', 'english']"
"September 26, 2020",4,,"App works great. Would like to set my own boundaries for rooms. R9 can't dedect windows from floor to sealing, just keeps smashing in. Still not sure if my R9 had latest firmware. Dishwasher xd3a25mb works well with app. Ps app not supporting rooted phones any more","['app', 'work', 'great', 'would', 'like', 'set', 'boundary', 'room', 'r', 'dedect', 'window', 'floor', 'sealing', 'keep', 'smashing', 'still', 'sure', 'r', 'latest', 'firmware', 'dishwasher', 'xd', 'mb', 'work', 'well', 'app', 'p', 'app', 'supporting', 'rooted', 'phone']"
"January 20, 2021",1,,The app is useless. The only thing it does is tell you how much time is left. You should be able to turn on or off the dryer from tha app. Unless you can turn on or off from app mite As well not have an app,"['app', 'useless', 'thing', 'tell', 'much', 'time', 'left', 'able', 'turn', 'dryer', 'tha', 'app', 'unless', 'turn', 'app', 'mite', 'well', 'app']"
"April 17, 2019",1,,Unclear UI. Couldn't edit wash program. Every time you tap something you have to wait 5 to 10 seconds to find out what it does. Poor.,"['unclear', 'ui', 'edit', 'wash', 'program', 'every', 'time', 'tap', 'something', 'wait', 'second', 'find', 'poor']"
"March 29, 2020",4,,Still improvements required... Ac off/on schedule should reflect in minutes also currently showing only in hour.. For that purpose need to search remote... No use of reporting here... One word feedback waste app,"['still', 'improvement', 'required', 'ac', 'schedule', 'reflect', 'minute', 'also', 'currently', 'showing', 'hour', 'purpose', 'need', 'search', 'remote', 'use', 'reporting', 'one', 'word', 'feedback', 'waste', 'app']"
"December 27, 2018",1,1.0,"Completely useless. It will not register my LG TV, and it turns out Alexa will work without the app. So it makes it even more useless.","['completely', 'useless', 'register', 'lg', 'tv', 'turn', 'alexa', 'work', 'without', 'app', 'make', 'even', 'useless']"
"August 29, 2021",4,,"New, need more time","['new', 'need', 'time']"
"August 12, 2020",1,,"Worked fine for some time, now ""server failed to connect"" error every time I open the app, have done everything to try to fix it.","['worked', 'fine', 'time', 'server', 'failed', 'connect', 'error', 'every', 'time', 'open', 'app', 'done', 'everything', 'try', 'fix']"
"November 22, 2020",1,,Not prepared to share phone calls and location for the app to work. One should maybe provide option to log onto other household appliances w/o such access. Uninstalled without completing installation...,"['prepared', 'share', 'phone', 'call', 'location', 'app', 'work', 'one', 'maybe', 'provide', 'option', 'log', 'onto', 'household', 'appliance', 'w', 'access', 'uninstalled', 'without', 'completing', 'installation']"
"August 30, 2020",1,1.0,I have wasted long time to get connected through my MI note 3. Almost a week. LG person has visited Twice. It's too complicated that still can't connect through my device.,"['wasted', 'long', 'time', 'get', 'connected', 'mi', 'note', 'almost', 'week', 'lg', 'person', 'visited', 'twice', 'complicated', 'still', 'connect', 'device']"
"January 30, 2020",1,1.0,"horrible UI, not user friendly, difficult to connect to anything at all. And why would this app ever need access to my location and phone? it's absolutely ridiculous, never using LG again","['horrible', 'ui', 'user', 'friendly', 'difficult', 'connect', 'anything', 'would', 'app', 'ever', 'need', 'access', 'location', 'phone', 'absolutely', 'ridiculous', 'never', 'using', 'lg']"
"May 13, 2019",1,,will not do anything but open to a blank screen and do nothing. Installed on Lg V30 thinQ. Reinstalled 2 times to tey to get it to work.. App is broken.. if it even worked to start with.,"['anything', 'open', 'blank', 'screen', 'nothing', 'installed', 'lg', 'v', 'thinq', 'reinstalled', 'time', 'tey', 'get', 'work', 'app', 'broken', 'even', 'worked', 'start']"
"May 19, 2020",1,,"App does not work correctly, Could not connect washer machine to wifi thru the app. Always giving errors on wifi connecting between washer and router. And yes, router is working fine.","['app', 'work', 'correctly', 'could', 'connect', 'washer', 'machine', 'wifi', 'thru', 'app', 'always', 'giving', 'error', 'wifi', 'connecting', 'washer', 'router', 'yes', 'router', 'working', 'fine']"
"January 18, 2021",1,,I can't use this on an older phone because I'm on a separate WiFi. There should be more connectivity options. Have a code on the TV I can connect my phone to.,"['use', 'older', 'phone', 'separate', 'wifi', 'connectivity', 'option', 'code', 'tv', 'connect', 'phone']"
"October 18, 2018",1,,THE APP DOES NOT WORK WITH MY PHONE (SAMSUNG S8) MY HISBAND DOWNLOADED AND HAS NO PROBLEM WITH IPHONE. app sucks. You have to aleays go and press the remote start button no point in app or wifi..,"['app', 'work', 'phone', 'samsung', 'hisband', 'downloaded', 'problem', 'iphone', 'app', 'suck', 'aleays', 'go', 'press', 'remote', 'start', 'button', 'point', 'app', 'wifi']"
"July 17, 2020",1,,"Can't add a washer machine, app gets stuck on ""connecting device"" screen. Tutorials on YouTube seems to be to an older version of the app.","['add', 'washer', 'machine', 'app', 'get', 'stuck', 'connecting', 'device', 'screen', 'tutorial', 'youtube', 'seems', 'older', 'version', 'app']"
"February 26, 2020",5,8.0,Love this app. Use it to check status on laundry loads. Also ask Alexa to check time left on LG 3900 washer and dryer. Very convenient tools to add to a smart home set up.,"['love', 'app', 'use', 'check', 'status', 'laundry', 'load', 'also', 'ask', 'alexa', 'check', 'time', 'left', 'lg', 'washer', 'dryer', 'convenient', 'tool', 'add', 'smart', 'home', 'set']"
"March 11, 2020",1,,"My microwave has smart diagnostic but does not have a 'Tag On' and unlike my fidge(which also doesn't have tag on, but it works) can't connect to the app.","['microwave', 'smart', 'diagnostic', 'tag', 'unlike', 'fidge', 'also', 'tag', 'work', 'connect', 'app']"
"September 20, 2020",5,,pretty neat app! checking to see if there was some issues with my 7 y.o. dryer!(fingers crossed) finally downloaded app and it was very simple to use. glad there was no issue with dryer too!,"['pretty', 'neat', 'app', 'checking', 'see', 'issue', 'dryer', 'finger', 'crossed', 'finally', 'downloaded', 'app', 'simple', 'use', 'glad', 'issue', 'dryer']"
"October 15, 2019",5,,A little convoluted getting synced with our LG product (refrigerator) but having done it once it will be straightforward next time. Great to see usage stats benchmarked to average appliance by all customers/owners,"['little', 'convoluted', 'getting', 'synced', 'lg', 'product', 'refrigerator', 'done', 'straightforward', 'next', 'time', 'great', 'see', 'usage', 'stats', 'benchmarked', 'average', 'appliance', 'customer', 'owner']"
"July 1, 2019",1,,"no support not able to connect, just as hard to reach support as connection of the ac to the app, both failed, wish i had gone with an app that is more plug and play like Samsung","['support', 'able', 'connect', 'hard', 'reach', 'support', 'connection', 'ac', 'app', 'failed', 'wish', 'gone', 'app', 'plug', 'play', 'like', 'samsung']"
"February 10, 2020",4,,"Useful fpr updates. But you need to start remote and power manually in washer/dryer which maies this app just for notifications. Can be improved with power, and actual start remotely","['useful', 'fpr', 'update', 'need', 'start', 'remote', 'power', 'manually', 'washer', 'dryer', 'may', 'app', 'notification', 'improved', 'power', 'actual', 'start', 'remotely']"
"June 2, 2021",1,,"Rather useless app for me with a LG fridge. Maybe useful for certain appliances, I don't know.","['rather', 'useless', 'app', 'lg', 'fridge', 'maybe', 'useful', 'certain', 'appliance', 'know']"
"March 22, 2020",1,,"it's garbage. all it does is send you a text when the wash is done, all the other features are useless. rewash after finishing, or add more time to dryer? NOPE, gotta walk over and do it myself like a farmer. useless.","['garbage', 'send', 'text', 'wash', 'done', 'feature', 'useless', 'rewash', 'finishing', 'add', 'time', 'dryer', 'nope', 'got', 'ta', 'walk', 'like', 'farmer', 'useless']"
"December 10, 2020",2,1.0,"Mostly handy, but sometimes it bugs, and starts turning my TV on by itself immediately after I shut it down, and won't stop going it until I Force stop the app.","['mostly', 'handy', 'sometimes', 'bug', 'start', 'turning', 'tv', 'immediately', 'shut', 'stop', 'going', 'force', 'stop', 'app']"
"August 18, 2019",1,,"Stopped connecting to server, after multiple data clears and reinstallations. Works on wife's phone but I am the laundry meister in this house. I have wasted a lot of time trying to get this app to work.","['stopped', 'connecting', 'server', 'multiple', 'data', 'clear', 'reinstallations', 'work', 'wife', 'phone', 'laundry', 'meister', 'house', 'wasted', 'lot', 'time', 'trying', 'get', 'app', 'work']"
"August 1, 2019",1,,was working really well until the last upgrade and I now have to reconnect ALL my devices as ALL have been removed from the app. very frustrating and time consuming!,"['working', 'really', 'well', 'last', 'upgrade', 'reconnect', 'device', 'removed', 'app', 'frustrating', 'time', 'consuming']"
"July 22, 2019",1,3.0,"Scheduling function broken in recent update. No matter what start/stop times I choose for my A/C unit, it just picks a random time instead after saving the schedule.","['scheduling', 'function', 'broken', 'recent', 'update', 'matter', 'start', 'stop', 'time', 'choose', 'c', 'unit', 'pick', 'random', 'time', 'instead', 'saving', 'schedule']"
"August 5, 2021",1,,Doesn't let you log in,"['let', 'log']"
"February 1, 2021",1,,"Machine appears to be not wirking correctly but software says all ok... we will see in the moreing. Frig is still not working... Called LG two days ago and have not recieved any service appt call back yet... This is SERVICE! NOT! I will give them an hour more then call THEM back... I cannot recommen...
Full Review","['machine', 'appears', 'wirking', 'correctly', 'software', 'say', 'ok', 'see', 'moreing', 'frig', 'still', 'working', 'called', 'lg', 'two', 'day', 'ago', 'recieved', 'service', 'appt', 'call', 'back', 'yet', 'service', 'give', 'hour', 'call', 'back', 'recommen', 'full', 'review']"
"September 25, 2020",1,1.0,After updating the last version I am facing difficulties to connect with my AC and TV. The new version is not user friendly. Need to resolve it immediately.,"['updating', 'last', 'version', 'facing', 'difficulty', 'connect', 'ac', 'tv', 'new', 'version', 'user', 'friendly', 'need', 'resolve', 'immediately']"
"July 12, 2020",5,9.0,I just had to buy a new dryer and went with the LG. This app is awesome! It is a step saver to the utility room for sure. Wishing I had some more cool appliances to use with the app. LoL,"['buy', 'new', 'dryer', 'went', 'lg', 'app', 'awesome', 'step', 'saver', 'utility', 'room', 'sure', 'wishing', 'cool', 'appliance', 'use', 'app', 'lol']"
"May 14, 2020",1,1.0,LG TV Plus is the best for TV remote control This app is too bad for tv... Missing features TV Menu & Application list. Problems in this app I have to reconnect it every time.,"['lg', 'tv', 'plus', 'best', 'tv', 'remote', 'control', 'app', 'bad', 'tv', 'missing', 'feature', 'tv', 'menu', 'application', 'list', 'problem', 'app', 'reconnect', 'every', 'time']"
"February 29, 2020",3,,"Still need to know why it's not taking in enough water then pumping it out, at the start of the intensive cycle. It just stops. Other cycles are working well.","['still', 'need', 'know', 'taking', 'enough', 'water', 'pumping', 'start', 'intensive', 'cycle', 'stop', 'cycle', 'working', 'well']"
"March 11, 2019",5,,So far so good. Easily connected 3 appliances so far and they all are sending notifications promptly. Haven't tried remote start on any of them yet.,"['far', 'good', 'easily', 'connected', 'appliance', 'far', 'sending', 'notification', 'promptly', 'tried', 'remote', 'start', 'yet']"
"March 3, 2020",1,1.0,"Just downloaded this app. Keeps telling me the id and or password is wrong. I just set up an LG account and can log into it so I have no idea what the problem is with the app. You tell me to create a separate account but it does not give that option in the app. And so I can not use my LG account why...
Full Review","['downloaded', 'app', 'keep', 'telling', 'id', 'password', 'wrong', 'set', 'lg', 'account', 'log', 'idea', 'problem', 'app', 'tell', 'create', 'separate', 'account', 'give', 'option', 'app', 'use', 'lg', 'account', 'full', 'review']"
"August 3, 2021",4,,Difficult to connect,"['difficult', 'connect']"
"November 9, 2020",1,1.0,"Requires phone call and location permissions, probably to identify you for ads. If LG is serious about not needing this info for ads they should follow other developers and use the tools Google provides for getting user information without violating our privacy. Until this happens I won't be buying ...
Full Review","['requires', 'phone', 'call', 'location', 'permission', 'probably', 'identify', 'ad', 'lg', 'serious', 'needing', 'info', 'ad', 'follow', 'developer', 'use', 'tool', 'google', 'provides', 'getting', 'user', 'information', 'without', 'violating', 'privacy', 'happens', 'buying', 'full', 'review']"
"October 3, 2019",1,,Horribly slow app that constantly wants to download product information until it finally fails. Takes forever to find the air conditioner just one mind you. While my WeMo app units are found with virtually no discernible lag,"['horribly', 'slow', 'app', 'constantly', 'want', 'download', 'product', 'information', 'finally', 'fails', 'take', 'forever', 'find', 'air', 'conditioner', 'one', 'mind', 'wemo', 'app', 'unit', 'found', 'virtually', 'discernible', 'lag']"
"September 23, 2020",4,,It's fine after it was updated again Thanks for responding It is a good app for changing the volume on one TV if you annoyingly have more than one of the same brand that all respond to the same remote,"['fine', 'updated', 'thanks', 'responding', 'good', 'app', 'changing', 'volume', 'one', 'tv', 'annoyingly', 'one', 'brand', 'respond', 'remote']"
"February 24, 2019",4,,Makes our washing and cleaning of various type of fabrics easier and economical though the apps report on energy consumption did not indicate the unit and value of energy usage. Kindly fix and update the apps for more useful data tracking of energy consumption.,"['make', 'washing', 'cleaning', 'various', 'type', 'fabric', 'easier', 'economical', 'though', 'apps', 'report', 'energy', 'consumption', 'indicate', 'unit', 'value', 'energy', 'usage', 'kindly', 'fix', 'update', 'apps', 'useful', 'data', 'tracking', 'energy', 'consumption']"
"March 13, 2019",1,21.0,"Dear LG, I've now been promised support for my washing machine for the past two and a half years, but alas, it's still not fully supported. I can't run a regular wash program and I can't use the dryer function. I can only upload some useless programs that I have no need for. The old app which worked...
Full Review","['dear', 'lg', 'promised', 'support', 'washing', 'machine', 'past', 'two', 'half', 'year', 'ala', 'still', 'fully', 'supported', 'run', 'regular', 'wash', 'program', 'use', 'dryer', 'function', 'upload', 'useless', 'program', 'need', 'old', 'app', 'worked', 'full', 'review']"
"February 21, 2021",5,3.0,"Very good app. I can see the exact status and state of my washer any time and any where. I love being able to remote start it, a feature I never thought I would use.","['good', 'app', 'see', 'exact', 'status', 'state', 'washer', 'time', 'love', 'able', 'remote', 'start', 'feature', 'never', 'thought', 'would', 'use']"
"September 17, 2020",1,,"Wifi connection for window mounted AC is not reliable, every other day it gets disconnected. Then I have to re- set it up again. Very bad experience.","['wifi', 'connection', 'window', 'mounted', 'ac', 'reliable', 'every', 'day', 'get', 'disconnected', 'set', 'bad', 'experience']"
"March 28, 2021",5,,So helpful and useful for choosing different wash cycles and remind me about tub clean,"['helpful', 'useful', 'choosing', 'different', 'wash', 'cycle', 'remind', 'tub', 'clean']"
"January 8, 2019",1,1.0,not working. its not registering my tv even after all the steps.....just not conecting my tv to alexa sucks. i am not a computer geek and this app is suppose to be easy.,"['working', 'registering', 'tv', 'even', 'step', 'conecting', 'tv', 'alexa', 'suck', 'computer', 'geek', 'app', 'suppose', 'easy']"
"September 26, 2020",5,,"Love this app, i always forgot where i put my smart tv remote fortunately this is my alternative remote. If i to suggest pls. Have a online store here, where we can purchase original replacement remote, since the app only work while online,","['love', 'app', 'always', 'forgot', 'put', 'smart', 'tv', 'remote', 'fortunately', 'alternative', 'remote', 'suggest', 'pls', 'online', 'store', 'purchase', 'original', 'replacement', 'remote', 'since', 'app', 'work', 'online']"
"December 4, 2020",2,1.0,Painfully slow to load app. I hate how all the info isn't displayed on a dash board style interface. Having to open a menu and scroll is outdated and annoying.,"['painfully', 'slow', 'load', 'app', 'hate', 'info', 'displayed', 'dash', 'board', 'style', 'interface', 'open', 'menu', 'scroll', 'outdated', 'annoying']"
"May 12, 2020",1,,"WHY after every update u push out does it cause the app to not work as it previously should with notifications?! I'm getting sick & tired of the ""just delete & reinstall"" advice u constantly advise. How about fix the app properly & leave it?!","['every', 'update', 'u', 'push', 'cause', 'app', 'work', 'previously', 'notification', 'getting', 'sick', 'tired', 'delete', 'reinstall', 'advice', 'u', 'constantly', 'advise', 'fix', 'app', 'properly', 'leave']"
"October 18, 2020",1,1.0,"Why the hell LG wants to manage our calls forcefully, does not make any sense, I don't use LG SIM OR phone, I have other electronic gadget. Come up with better solution I can see other customer are unsatisfied as well in same issue and LG have not solved yet. It's a big shame LG being big company ig...
Full Review","['hell', 'lg', 'want', 'manage', 'call', 'forcefully', 'make', 'sense', 'use', 'lg', 'sim', 'phone', 'electronic', 'gadget', 'come', 'better', 'solution', 'see', 'customer', 'unsatisfied', 'well', 'issue', 'lg', 'solved', 'yet', 'big', 'shame', 'lg', 'big', 'company', 'ig', 'full', 'review']"
"March 24, 2021",1,,I couldn't add my washer without allowing the app access to my location. I don't understand why it's necessary to have location access when I can see my washer and phone right next to each other.,"['add', 'washer', 'without', 'allowing', 'app', 'access', 'location', 'understand', 'necessary', 'location', 'access', 'see', 'washer', 'phone', 'right', 'next']"
"May 30, 2020",3,,"it's nice that you know when the laundry is done, but you can't restart it from the phone for another program (additional spinning or stuff like that)","['nice', 'know', 'laundry', 'done', 'restart', 'phone', 'another', 'program', 'additional', 'spinning', 'stuff', 'like']"
"December 8, 2019",1,1.0,This app is useless. Every 30 days it stops connecting to my a/c and the only way to fix it is to delete everything and re-install. Never had any problems with the old a/c app,"['app', 'useless', 'every', 'day', 'stop', 'connecting', 'c', 'way', 'fix', 'delete', 'everything', 'install', 'never', 'problem', 'old', 'c', 'app']"
"October 14, 2018",1,,"PLEASE fix this app!!! Hasn't worked at all since update. Get ""processing error. [0E]"" no matter what I do, can't get past sign in screen! Please fix!!","['please', 'fix', 'app', 'worked', 'since', 'update', 'get', 'processing', 'error', 'e', 'matter', 'get', 'past', 'sign', 'screen', 'please', 'fix']"
"November 14, 2019",1,,"Terrible, apps forcibly turns on the Wi-Fi when starting it, making it impossible to download cycles due to the firewall. Can't use 4G to download them. Tried contacting support but they don't care. Also forces location sharing for weather info?","['terrible', 'apps', 'forcibly', 'turn', 'wi', 'fi', 'starting', 'making', 'impossible', 'download', 'cycle', 'due', 'firewall', 'use', 'g', 'download', 'tried', 'contacting', 'support', 'care', 'also', 'force', 'location', 'sharing', 'weather', 'info']"
"December 2, 2020",2,1.0,App is not too helpful for accessories. Yes it displays the temps but would be more helpful to display your refrigerator model and filter types so u don't have to search for them.,"['app', 'helpful', 'accessory', 'yes', 'display', 'temp', 'would', 'helpful', 'display', 'refrigerator', 'model', 'filter', 'type', 'u', 'search']"
"December 30, 2019",1,1.0,Energy Monitor feature is not comprehensive. Not reliable. It says 20 day 16hr and 9 min operation time for a week. Where the hell is the 15day coming from where it only have 7 days in a week. Please fix this.,"['energy', 'monitor', 'feature', 'comprehensive', 'reliable', 'say', 'day', 'hr', 'min', 'operation', 'time', 'week', 'hell', 'day', 'coming', 'day', 'week', 'please', 'fix']"
"October 28, 2020",4,,Body should have been hardend plastic instead of tin which will get rusted after sometime. After sale service must b good. I have v.bad experience with semi automatic washing machine last time.,"['body', 'hardend', 'plastic', 'instead', 'tin', 'get', 'rusted', 'sometime', 'sale', 'service', 'must', 'b', 'good', 'v', 'bad', 'experience', 'semi', 'automatic', 'washing', 'machine', 'last', 'time']"
"December 11, 2019",3,1.0,This app changes its privacy policy too much. Almost twice a month I have to agree to something like a lawyer. Otherwise some contents and functionality features are acceptable,"['app', 'change', 'privacy', 'policy', 'much', 'almost', 'twice', 'month', 'agree', 'something', 'like', 'lawyer', 'otherwise', 'content', 'functionality', 'feature', 'acceptable']"
"February 28, 2021",1,2.0,I have a washing machine and i was using this to monitor energy consumption. Now it shows only two graphs with no data. Completely useless and more over - lg advertise energy consumption monitoring but it is not supported,"['washing', 'machine', 'using', 'monitor', 'energy', 'consumption', 'show', 'two', 'graph', 'data', 'completely', 'useless', 'lg', 'advertise', 'energy', 'consumption', 'monitoring', 'supported']"
"August 22, 2020",1,,"Why do I need to login in to LG, provide my location and allow phone calls? I only want to use it to control my TV, as I am continuously being promoted by the LG TV Plus app. Uninstalling, and keeping on using TV Plus until LG disable it!","['need', 'login', 'lg', 'provide', 'location', 'allow', 'phone', 'call', 'want', 'use', 'control', 'tv', 'continuously', 'promoted', 'lg', 'tv', 'plus', 'app', 'uninstalling', 'keeping', 'using', 'tv', 'plus', 'lg', 'disable']"
"December 29, 2019",2,,"Useful app, but needs more work on connectivity issues. It will be better if user can select options to customise a wash/dryer cycle or adjust timing.","['useful', 'app', 'need', 'work', 'connectivity', 'issue', 'better', 'user', 'select', 'option', 'customise', 'wash', 'dryer', 'cycle', 'adjust', 'timing']"
"October 11, 2020",1,1.0,Poor. Constant updates cause the app to work less reliably. Often to re-add a product. Not a good experience. Shouldn't be this difficult to get things to work correctly.,"['poor', 'constant', 'update', 'cause', 'app', 'work', 'le', 'reliably', 'often', 'add', 'product', 'good', 'experience', 'difficult', 'get', 'thing', 'work', 'correctly']"
"October 25, 2020",5,,"An app more to view the status of your ""smart"" LG devices than to control it. Viewed in that light it actually does a great job. Would be even better if remote activation etc was possible.","['app', 'view', 'status', 'smart', 'lg', 'device', 'control', 'viewed', 'light', 'actually', 'great', 'job', 'would', 'even', 'better', 'remote', 'activation', 'etc', 'possible']"
"March 19, 2019",5,,i love this convenient way to diagnose issues with my new 3 month old refrigerator. great technology. just wish i didn't have to use it 3 months after purchasing a LG french door refrigerator after paying so much for it 😞,"['love', 'convenient', 'way', 'diagnose', 'issue', 'new', 'month', 'old', 'refrigerator', 'great', 'technology', 'wish', 'use', 'month', 'purchasing', 'lg', 'french', 'door', 'refrigerator', 'paying', 'much']"
"June 29, 2021",4,,smart diagnosis worked for the first time after several attempts,"['smart', 'diagnosis', 'worked', 'first', 'time', 'several', 'attempt']"
"July 18, 2021",5,,Easy to use.,"['easy', 'use']"
"November 2, 2020",1,,"I want remote for LG TV, they want permission to make phone calls!!?? from my phone. Apallingly evil. EU should regulate this kind of scam not cookie warnings on websites. Not to mention, LG demands of me to install this on their only other remote app with persistent notifications. Really strange th...
Full Review","['want', 'remote', 'lg', 'tv', 'want', 'permission', 'make', 'phone', 'call', 'phone', 'apallingly', 'evil', 'eu', 'regulate', 'kind', 'scam', 'cookie', 'warning', 'website', 'mention', 'lg', 'demand', 'install', 'remote', 'app', 'persistent', 'notification', 'really', 'strange', 'th', 'full', 'review']"
"January 20, 2020",1,,"This app is a blatant attempt to collect your personal info. Downloaded it to use the Smart Diagnosis feature for a defective LG dryer. Requires location and phone permission or it won't work. To use the Smart Diagnosis, you need to create an LG account (requires personal info) then you have to regi...
Full Review","['app', 'blatant', 'attempt', 'collect', 'personal', 'info', 'downloaded', 'use', 'smart', 'diagnosis', 'feature', 'defective', 'lg', 'dryer', 'requires', 'location', 'phone', 'permission', 'work', 'use', 'smart', 'diagnosis', 'need', 'create', 'lg', 'account', 'requires', 'personal', 'info', 'regi', 'full', 'review']"
"December 24, 2019",1,1.0,"Needs odd permissions, needs consent to ship your data abroad outside-eea, and then it fails to connect to the fridge. Also constantly shows ads for Amazon dash which doesn't exist anymore?","['need', 'odd', 'permission', 'need', 'consent', 'ship', 'data', 'abroad', 'outside', 'eea', 'fails', 'connect', 'fridge', 'also', 'constantly', 'show', 'ad', 'amazon', 'dash', 'exist', 'anymore']"
"September 26, 2020",5,1.0,"Buggy. Last update broke voice recognition, so I can't use my phone to send voice commands to my tv... Update - prompt bug fix. Thank you!","['buggy', 'last', 'update', 'broke', 'voice', 'recognition', 'use', 'phone', 'send', 'voice', 'command', 'tv', 'update', 'prompt', 'bug', 'fix', 'thank']"
"February 11, 2020",5,13.0,I love the fact that I receive the notifications on my phone and smartwatch when my laundry is finished or check to see the time left on the cycle. So easy to use and understand.,"['love', 'fact', 'receive', 'notification', 'phone', 'smartwatch', 'laundry', 'finished', 'check', 'see', 'time', 'left', 'cycle', 'easy', 'use', 'understand']"
"August 19, 2020",1,1.0,"This application is to which LG TV app indicates that it has migrated, but unlike the previous app, this app requires unnecessary phone call and bluetooth connection permissions and they are NOT optional. Totally unacceptable.","['application', 'lg', 'tv', 'app', 'indicates', 'migrated', 'unlike', 'previous', 'app', 'app', 'requires', 'unnecessary', 'phone', 'call', 'bluetooth', 'connection', 'permission', 'optional', 'totally', 'unacceptable']"
"May 2, 2020",3,,"Ok it works, but the old LG TV remote is way better. I can't switch apps easily now, it has to be done through ""home"" button.","['ok', 'work', 'old', 'lg', 'tv', 'remote', 'way', 'better', 'switch', 'apps', 'easily', 'done', 'home', 'button']"
"June 16, 2021",1,,Takes like 5 mins to actually work and lots of adds,"['take', 'like', 'min', 'actually', 'work', 'lot', 'add']"
"October 3, 2018",1,,"Pop up tells me ""can not run on a rooted device."" Have Galaxy S6 and it is not rooted, so I'm not sure what the issue is.","['pop', 'tell', 'run', 'rooted', 'device', 'galaxy', 'rooted', 'sure', 'issue']"
