date,user,star,like,comment
2020년 8월 31일,김재희,5,,오류가 있으나 잘작동은함
2020년 11월 7일,항상성장,4,,열었을때 바로 티비리모콘 나왔으면 좋겠어요
2020년 6월 11일,오버시즈,2,,AX40R3080WMD 2019년 공기청정기 모델 지원이 안되요 업데이트 해주세요
2020년 6월 15일,고숙자,5,,리모콘없이 사용할수 있어 편해요^^
2020년 8월 9일,oksaverman,5,1.0,음성인식 사용을 하려고 하면 스마트씽 약관에 동의하라고 하여 실행함 그런데 계속적으로 동의 요구만 함
2019년 7월 24일,Leslie cho,5,,점점 편리해지는 세상으로 가고 있는것 같습니다.
2019년 9월 13일,이주희,5,1.0,편해요 근데 5G도 인식되었음 좋겠어요 lg는 되던데..
2021년 4월 17일,boguk sim,5,,블르투스에서 휴대폰에서 소리나게 되어좋아요
2019년 9월 12일,seung gu choi,1,,39프로에서 멈추고 오류현상 왜그런거죠?
2020년 8월 5일,꽝쓰깡쓰,5,,편리해요 조아요
2019년 12월 23일,티탄TITAN,5,,엘지꺼 빼고 다됨
2019년 8월 19일,앵구앵구,5,,타브랜드 IR리모콘 사용만 하더라도 엄청 좋은듯~
2020년 7월 4일,Gun K,1,,초반 설명이 매우 부족합니다.
2019년 2월 20일,이경숙,5,,좋아요 초보도 쉽게 할수있어요
2019년 2월 25일,깐,1,,건조기 끝나도 알림이 안와요
2020년 9월 9일,박초희,5,,아기재우고 영상볼때 좋아요
2021년 7월 18일,김홍기,5,1.0,처음으로 사용을 해보니 좋은거 같아여 앞으로도 더 좋은 개발 하시길 바랍니다 대박 나세여
2021년 8월 9일,이재호,5,,너무 편해요 다 빅스비로 명령해요
2021년 2월 6일,mero da,5,,느리긴한데 괜찮음 쓸만함
2021년 2월 10일,poppingjbh,4,,조금 버벅이는거 빼고는 다좋습니다
2020년 7월 22일,1234,4,,알림창에 있는 스마트 띵즈 바를 제가 지웠는데 이거 복구시키는 방법이 있을까요
2020년 7월 28일,조유림,5,,아기랑 둘이 있는데 최고예요
2020년 9월 1일,A B,5,,좋고 편해요
2021년 1월 28일,양예진,5,,넘 편하게 잘 쓰구있어요~~~~♡
2020년 5월 5일,류기석,5,,최고의 어플입니다. 집이 스마트해져요.
2019년 6월 4일,커피,5,,너무 편해요
2021년 5월 23일,뚜비,4,,좋은데 속도가넘늦어요
2021년 5월 24일,Google 사용자,5,,핸폰으로 조작 가능해서 넘편해요
2020년 6월 7일,신동구,5,,좋아요 이래서 삼성 삼성하나봅니다
2019년 3월 14일,BK Park,5,,잘 사용하고 있어요!!!
2019년 2월 21일,Jeon MR.,4,,LG스마트폰에서 스마트싱스앱을 이용하면 사용 안되는 기능이있나요? 삼성 공기청정기를 구매하려고하는데 삼성폰에서만 콘트롤하는 기능이 제대로 작동한다는 글이 있어서 삼성공기청정기를 구매해야하나 고민중이거든요
2019년 2월 25일,김지호,5,,잘쓰고 있어요
2019년 7월 13일,우영훈,1,,시작하는중이라고 계속 대기만 해요
2019년 7월 15일,이정희,5,,사용하기 편리하고 좋음.
2021년 7월 24일,mon ji,4,,오류코드 15-200은 어떤건가요?
2019년 3월 19일,KU J,5,,편리하고 스마트하네요
2020년 7월 21일,김지인,5,,그냥 쓸일이 있었는데 나름 유용하나 가끔 혼선이 생김
2019년 12월 25일,Black Panther,1,,호환성 너무 떨어짐
2019년 12월 27일,김태수,4,,편의사양이다. 조금 불편한 부분도 있지만 개선 되겠지....
2019년 8월 4일,남최광규,4,,안녕하세용 아주조아용 최고입니다
2019년 8월 6일,토리구름,3,,가끔가다 지가 연결 해제듀ㅣㅁ
2019년 9월 1일,IMJIN,5,,편리하게 사용중 입니다. 만족합니다
2019년 9월 2일,박서현,1,,삼성 A720 (2017) 폰 기종입니다 왜 설치가 안되죠? 휴대폰 다시 시작도 해봤는데 안되네요 개선 부탁드려요
2020년 8월 19일,이중엽,4,,가끔 기기 오작동
2021년 5월 25일,주긍깨,4,,점점 좋아지네요.
2019년 7월 6일,남재원,5,,태블릿과의 속도 무지하게 빠름
2019년 7월 8일,김자연,4,,좋아요^^ 앱소리분리재생이 제일 편해요
2021년 5월 8일,Byungki Kim,5,,직관적인 기능으로 잘 사용중 입니다
2019년 6월 11일,김주현,5,,굿굿굿굿굿 밖에서 컨트롤 되서 좋음
2019년 6월 12일,블랙아이드필승,5,,구웃 잘쓰고있습니다.
2020년 6월 23일,김미숙,5,,원격제어가 편리하다.
2020년 6월 25일,망개지민,3,,갤럭시 스토어에있는 앱을 왜 구글스토에서 업데이트하나요? 이해가 안되네요.
2020년 11월 25일,신현욱,2,,건조기 등록시 99퍼센트에서 계속 멈춰서 등록을 못하고있습니다
2020년 11월 27일,뚱이what슈,5,,편리하고 좋아요ㅎㅎ
2021년 2월 8일,김미란,5,,굿 다양한게임을주셔서 항상감사합니다
2020년 7월 19일,Jung-Hyun Kim,5,,지연없이 잘 사용하고 있어요 :)
2020년 8월 4일,양동수,5,,사용하기 좋아요~
2021년 2월 25일,태정준,3,,자사 제품 연결이 더 삐리함
2020년 2월 8일,김송천,5,,다 편한데 같은삼성인데 외국생산이라 안되네요..개별적 가전제품
2019년 7월 7일,SJin H,1,,자주 연결이 끊김
2019년 11월 27일,억만수르,5,,타사들의 더 많은제품들을 등록할수있다면 좋겠습니다
2020년 6월 7일,최영헌,1,1.0,잘쓰고있다가괜히바꿔서쓰지도못하게하네 아짱증나게
2021년 6월 3일,오성원,5,,좋아요 매일 아리로 블루투스 사용하고 있어요~
2020년 12월 23일,HJ Sung,5,,정말 편리하고 유용한 App입니다.
2021년 7월 9일,안형일,4,,항상 폰에서만 나오게 설정은.할수 없나요? 그거말고는 편합니다
2021년 6월 20일,김태영,5,,좋아요 지원기기도 많고 ㅎㅎ
2021년 6월 21일,이충근,5,,이쁘네요. 적당히 편리하고...
2019년 3월 24일,KS N,5,,기대 이상으로 유용합니다. 만족합니다.
2021년 6월 23일,Myuri,3,,버즈 연결말곤 안써서 잘 모르겟네요
2019년 8월 28일,유진자,5,,아주맛있어보이내요 먹어보고싶어요..
2019년 8월 29일,권태훈,5,,소리 분리재생이 편함
2020년 3월 20일,Eunji Jang,5,,"삼성 가전을 쓴다면, 이 앱은 필수죠!"
2020년 3월 23일,송주완,2,,티비는 원래 채널이 안먹히나요?!?! 채널변경이 안되네요.....
2019년 10월 27일,burn born,4,,좋다. 쓰면서 불편함은 없었다
2021년 8월 10일,youngjin jeon,5,,삼성가전 원격조종 너무 좋네요
2019년 6월 26일,디자이너쏭,3,,타이머가 있으면 좋을텐데..
2019년 6월 26일,최호준,4,,핸드폰으로 공기청정기를 조절할수 있어서 편하다
2019년 8월 5일,천사쫑이,4,,편리하고 라이프스타일 맞는것같아요~
2020년 8월 24일,용이형,5,,다 좋은데요. 다크모드는 지원이 안될까요?
2020년 10월 11일,양수환,5,,편함 조작 좀 더 디테일하게 됐음 좋겠다
2021년 1월 11일,이재희,5,1.0,밖에서도 켤수있어서 좋아요
2021년 5월 25일,배재민,5,,너무 편합니다 뭐라 말할수 없을정도로 만족합니다
2020년 10월 4일,한만덕,5,,원하는 기기로 연결하는 방법 보완필요
2020년 8월 14일,alkong,5,,리모콘 처럼 사용해서 편해고 좋아요.
2019년 5월 5일,김영무,5,1.0,사용이 편리하고 좋네요
2019년 5월 9일,정현묵,5,,삼성은 삼성이네요 편리하게 잘 사용하고 있습니다.
2020년 8월 10일,이중혁,5,,직관적이며 편합니다
2020년 8월 11일,crevity,1,,건조기 산지 이틀됬는데 인식을 못해요.... 삼성 건조기인데
2020년 5월 7일,장수정,4,,핸드폰으로 리모콘 되어서 좋네요
2020년 5월 13일,MuDal,1,,아이콘 좀 없애봐;;
2019년 9월 24일,김종백,5,,개발자분들 수고가 많으세요 잘 사용하고 있습니다 감사합니다
2019년 9월 24일,정승일,5,,좋아요 사용하기좋습니다 편리하고요~
2020년 7월 24일,Sangkook Kim,5,,삼성짜응~~~ 살기좋은 세상!
2019년 3월 31일,Google 사용자,4,,사용하기 편리하고 좋아요
2019년 6월 10일,littlebirds can remember,5,,아직까지는 별 문제없고 좋네요
2019년 6월 29일,시리즈,5,,알림창에서 변경할수 있는 기능 다시 생겨서 좋아요
2019년 7월 1일,tjrrhs wjd,4,,스미트폰에서 한번에 되고 알려주고 좋아요~^^
2021년 2월 21일,백수영,5,,세탁 끝난알림을 알수있어서 좋아요
2021년 2월 23일,신성호,4,,청소기 집에 들어가기 전에 잘 사용하고 있어요
2021년 5월 29일,JJJ JJJ,1,,S7엣지 is 7.0에서 냉장고 추가 안됨
2020년 11월 16일,김우디,5,,너무편리함ㅋㅋ
2020년 4월 7일,머하노잭 jack,1,,내가 있는곳도 아닌데 한참 떨어진곳에 내위치 잡히고... 머냐...ㅡㅡ^ 별 하나도 아깝다...
2018년 12월 29일,Adam Chou,5,,솔직히 이거있어서 집들어가기 행복합니다...
2018년 12월 31일,yu jin,5,,엄청편리해요 좋은세상 이네요
2020년 9월 16일,Producer,5,,편해서 좋고 간편함
2018년 10월 12일,이건웅,5,,정말 꼭 필요했던 어플입니다!
2018년 10월 15일,최민석,5,,좋은데 가끔 오류남
2019년 8월 17일,최천용,5,,너무 좋아요...^^
2019년 9월 8일,Jaewook LIM,5,,매우 편리하고 유용한 앱
2018년 12월 26일,Hwa Lee,5,,원격조정 편리해요
2021년 3월 13일,민쵸하임,1,,뭐 제대로 되는게 없냐? S10인데 왜 티비 연결 안되냐고. 엘지티비는 안되게 만들었냐
2021년 3월 18일,4 B,5,,분위기가 환해질수있어요
2019년 11월 5일,Daniel Kim,4,,가전 연동이 잘 됨
2020년 8월 8일,Credipia Choi,5,,갤럭시 사용자에게는 편리~
2020년 8월 16일,김용민,5,,아주편해요
2019년 7월 14일,양원준,5,,동작 잘 되요.
2020년 2월 22일,Yun Changho,5,,삼성 생활가전의 도약이 눈부시네요
2019년 3월 15일,이현우,5,,쓰기 편하네요 잘쓰고 있습니다
2018년 12월 2일,Junggu,5,,좀 느린거 빼고 좋음
2019년 5월 18일,CHOI Kaywon 경원,3,1.0,센서가 현재 화씨로 표시중인데 섭씨로 변환하는방법을 알려주세용
2020년 8월 31일,이주선,5,,굳 너무편해요
2021년 7월 29일,아냐그거,5,,기기 간 연동이 좋네요
2019년 11월 9일,창조5색면역음식 1,5,,매우 유용하고 유익함
2020년 10월 14일,Jinhan Kim,5,,에어컨 사용하는데 아주 유용하게 사용하고 있네요.
2019년 6월 8일,JP kim,1,,왜 오류나는 기능이 많나요...
2019년 4월 10일,어이놀자,5,,쉽고 편해요
2019년 4월 11일,현미,5,,문닫았다고 착각했을때 삐삐소리에 다시한번 꾸욱 누러준다
2020년 2월 24일,Google 사용자,1,,최악 리뷰대로 업댓시마다 사람 미치게 만듬 기계 인공지능등등 내시간 다 빼앗음 머하러 업댓만드는지 몰것음 옛날것 잘쓰고 있었는데 지금 온갖 난리궂을쳐도 안됨 없애고 새로 깔려니 아예 디바이스를 못찾고 없다함 절대 자동업댓하면안됨 후회중 별하나도 아깝 마이너스 별백개 삼성ㆍ 앱 없애고 다시까니 잘됨 좀 머쓱하지만 그래도 아직 화 덜풀림
2020년 2월 24일,Choi주아,5,,좋아요편해요
2020년 12월 1일,이진,5,,작게 불러도 잘 인식하고 알아듣네요!!
2019년 1월 12일,일300이루리,5,,편해요~좋아요~
2020년 10월 6일,Ddong Bae,3,,로딩이 너무 느림
2019년 12월 29일,윤바다,5,,완전좋아요
2021년 6월 6일,Healing Rider,5,,Skt 스마트 홈 스마트 플러그도 추가해주세요!! Aipm만 지원이 되서 활용을 못하고 있어요 ㅜ
2019년 12월 22일,한철호,5,,여러 기기를 관리하기 좋아요.
2019년 8월 20일,지속가능한,1,,혼자 연결하고 필요할때는 끊어버리고
2019년 8월 21일,나형철,5,,굉장히편리하고 좋습니다
2020년 8월 30일,돈데크만,1,,미러링 화질 너무 않좋음
2020년 9월 2일,장진웅,3,,자동 설정이 안됨 사용시 마다 설정 필요
2019년 3월 20일,주혁,3,,예전 버전처럼 맨위쪽으로 알림 고정되면 안되나....
2020년 9월 12일,미애고,5,1.0,집안에서도 집 밖에서도 언제든 확인하니 좋아요
2020년 9월 15일,설정아,5,,넘 편해요^^
2020년 12월 20일,호호,5,,빨리 연결되서 좋은데
2018년 11월 19일,산최,5,,블루투스 연결할때 편해요
2021년 8월 15일,1 hoho,5,,좋네요 방에서도 거실 에어컨을 조절할수있어요
2020년 8월 22일,김혜빈,5,,완벽해요
2020년 8월 28일,조동훈,5,1.0,원격제어가 잘됩니다
2020년 2월 28일,조립불량,1,1.0,없는게 나음 지혼자 켜졋다 꺼졌다 원인을 몰랐는데 이것 때문인것 같음
2020년 2월 28일,김태봉,5,,너무 편하게 잘 쓰고 있습니다
2020년 6월 18일,박종현,5,,에어컨이거쓰면 그냥 깔아야됨 ㅎㅎ
2019년 8월 23일,Bismuth S,4,,아직까지 문제없이 잘 쓰고있음
2019년 4월 1일,Google 사용자,4,,편리해서 넘 좋습니다.
2019년 4월 2일,최윤호,5,,집에 가기전 에어컨 켤수잇어 좋네요
2018년 11월 23일,Andrea Sah,4,,리모콘 찾을일없어 편해요
2018년 11월 23일,루엘Tv,5,,SmartThings Pet 이건 언제가능한가요?
2021년 2월 20일,이은정,5,,에어컨 전기요금 환산해서 알려주네요 ^^
2020년 3월 14일,박승훈,5,,너무좋습니다 실용적이고 스마트합니다
2020년 3월 17일,도그,5,,에어팟쓰는 안드로이드 유저인데요 개편합니다 진짜
2020년 7월 11일,추츄,5,,사진옮길때 진짜좋아요
2021년 8월 14일,장성민,5,,정말 필요했던 최고의 어플이에요.
2020년 12월 30일,김종남,5,,너무편한데두개잡기가힘들어요
2020년 12월 31일,제영모,5,,"완전 편해요, ."
2019년 8월 9일,손준용,5,,폰에서 시각화되는게 확인하기 편해요
2018년 12월 1일,Minho Choi,5,,스마트 아파트 지원 너무 좋아요.
2018년 12월 3일,홍민석,5,,좋네요! 공기청정기 참 편함~!
2020년 6월 16일,안은숙,3,,핸폰을 티비와 연결하고싶은데 삼성끼리만 호환되는건가요?
2021년 4월 9일,우카카로우,1,,쓰지도않는데 왜 오류나고
2019년 6월 19일,진담,1,,로그인할려고했는데로그인안됌
2019년 6월 20일,김병권,5,,매우 편안하고 쉬움
2019년 8월 12일,Kun Yong Park,5,,운전할때 참편리하네요
2019년 8월 22일,오해미,5,,잘쓰고있어요
2020년 1월 15일,Google 사용자,5,,네! 그렇습니다. 스마트한 감각이 느껴지는 것이 참좋은 기분입니다.
2020년 8월 6일,Jay shin,5,,쓰기편해요
2019년 7월 20일,김민균,5,,버즈 쓸때 너무 편해요
2019년 7월 23일,박종민,5,,잘쓰고있습니다 앞으로 더 개발해주세요~^^
2019년 3월 5일,이호정,4,,사운드 장소를 정할수 있어 좋아요!!
2019년 2월 8일,이승헌,4,,이마트 일렉트로닉맨 스탠드 선풍기 FM-4611R도 추가해주세요
2021년 7월 29일,Myung-Su Cha,5,,여러기기를 한곳에서 연결 관리 편함
2020년 5월 14일,별혜달,5,,가전이 스마트해지니 편리해요
2020년 5월 15일,김광수,5,1.0,모든기능을잘활용하고있습니다
2020년 2월 26일,김영홍,5,,완전 편리해요. 강추합니다.
2021년 2월 17일,나생문,1,,집에 삼성 가전제품이 없는데 좀 지울 수 있게 해줘라
2020년 6월 20일,GE S,5,,너무 편리 리모컨이 필요없음
2020년 9월 4일,이성주,5,,품질 좋아요. 잘 사용하고 있습니다
2021년 2월 26일,김기식,5,,사용설명을조금더쉽게
2018년 10월 25일,wonseok chae,5,,편하네요 필요한 기능이었어요
2020년 4월 1일,Ran Um,5,,사용하기 너무 편하고 좋아요
2019년 6월 14일,유미유,5,,신혼집 모두 삼성으로 통일했어요. 편해서 좋아요.
2020년 5월 28일,호랭이밥,5,,편하고잘쓰고있습니다
2020년 5월 29일,프리지아,5,,핸폰삼성 쓰고 가전제품도 삼성쓰면 유용하게 사용
2019년 7월 19일,홍수희,5,,스마트 생활의 시작
2019년 7월 23일,장선자,5,,"참좋언친구,발리많나게해주는,친구잎니다"
2019년 8월 3일,임현택,5,,잘사용하고 있어요
2019년 5월 29일,이신우,5,,바로가기로 유용하게 잘 쓰고 있습니다
2019년 3월 18일,김철훈,4,,잘사용하고 있어요
2020년 7월 21일,사금향,5,,폰으로 전자기기를 제어할수 있다는게 좋음
2021년 3월 30일,Dongeok Lee,5,,업데이트후 잘 작동하네요. ㅡㅡb
2020년 2월 29일,Google 사용자,5,,아주 실용적으로 잘 활용하고 있어요
2020년 3월 2일,Hongju Do,5,,생각보다 편해서 놀라는 중이야 수고했어 삼성
2019년 7월 19일,애교 천재유튜버,5,,에어컨을 잘관리할수있어 너무 좋아요
2021년 1월 1일,Kukhwan ahn,1,1.0,다른분들처럼 에어컨 컨트롤 안됩니다
2020년 8월 31일,석지은,5,,아주편리하고좋아요 아이폰은 smartthings 사용할수없나요?
2021년 5월 4일,물깨친구옹옹,5,,덕분에 세탁기와 건조기 잘 쓰고 있어요^^
2021년 5월 7일,아리,5,,최고예요 삼성ㅜㅜ
2021년 4월 21일,Soft Aloe,1,,로그인이 안돼요 앱관리좀 ㅡ.ㅡ
2021년 4월 21일,Hyun Hong,5,,블루투스 연결하기 편해요
2020년 12월 17일,117호,2,,퀵 커넥트일때가 더 편했던것 같음
2020년 12월 18일,장채원,5,,너무 편하고 쉬워요 조아요
2018년 10월 23일,Il-cheol Yi,3,1.0,구글홈연결이안되네요 무풍에어컨
2018년 10월 24일,김상현,5,,너무 좋아요 그래구 편해요 ㅋㅋ
2019년 9월 11일,김미애,4,,이 어플은 홈화면에 바로가기 설치가 안되나요?
2020년 6월 28일,배성열,4,,좋은데 자주 끊기네요
2019년 8월 12일,배도석,3,,쓸만할까 ? 귀찮기만 할까?
2019년 8월 12일,박영래,5,,아주편리하고 좋습니바
2020년 7월 24일,Lyn,5,,말이필요없지요
2020년 7월 19일,슈가슈가민슈가,4,,앱 설치가 안되요ㅠ 저만 그런가여ㅠ
2021년 3월 6일,치킨이간장에 빠진날,5,,다 좋아요 디자인 성능 굿
2021년 4월 21일,Andrew Kim,5,,안드로이드에서 레벨 시리즈 사용하시면 추천해드려요
2018년 9월 26일,곰뚱,5,,티비 냉장고 세탁기 건조기까지 삼성이니 부디 좋기를
2018년 9월 27일,ハデ一カラ,3,,구글홈이랑 연동이 안되네요 왜이러나요?
2019년 9월 10일,suwon seol,5,,에어컨 주로 사용하는데 편리하군요
2019년 11월 2일,frizia blue,5,,연세드신 어머니 대신에 작동할 수 있어 너무 좋아요
2020년 8월 18일,아들살집,5,,쓰기 편하고 좋아요!
2019년 3월 27일,임종관,5,,굉장히 편하고 좋습니다.
2020년 6월 30일,송근호,5,,"매우 편리, 매우 좋아요!!!"
2019년 3월 15일,전용현,5,,현재까지는 잘 쓰고 있습니다.
2019년 7월 27일,Dongwook Choi,4,,블루투스 연결할 때 편해요~
2019년 9월 6일,화신,5,,편리하고 똑똑해여 ㅋㅋ
2021년 6월 12일,Bryan Kang,3,,Tv연결이 불안전 합니다
2019년 7월 12일,양슬하,4,,자기전 예약기능쓰기 좋아요
2020년 3월 26일,한정욱,5,,좋아요. 히스토리기능 만족합니다
2019년 4월 5일,김은경,1,1.0,삼성건조기 기기등록이 안돼요 디바이스 기기추가 자체에 건조기가 안뜨네요
2020년 7월 5일,코알라,5,,완전 짱이에요 삼성제품 사용하면 꼭있어여함
2020년 7월 10일,허접,1,,불쑥 불쑥 리뷰남겨달라고 알람팝업때문에 실행하던 어플이 꺼짐.. 참다못해 리뷰 남김
2021년 2월 11일,Google 사용자,4,,시계를계속켜놓고싶은데 방법을 모르겠음
2021년 2월 16일,빵빵덕,5,,좋아요 연결도잘되고
2020년 6월 8일,김다큐,5,,써보세요 아주편리합니다
2020년 6월 11일,Jeongwon Shin,4,,생각보다 편리하고 좋네요
2021년 7월 30일,Never Change Some Thigs,5,1.0,편리하고 아주 스무스
2018년 11월 22일,스탈,5,,리머콘 없이 폰으로 하는게 편함
2018년 11월 22일,김태영,1,,note9 보다 연결 안되는 s10 5G
2020년 6월 16일,소망의해,1,,잔렉이 매일. 너무 심함 지금은 아예 우리집에어컨이 삭제됨^^지금 다시 심을라고 하는데 계속 완료하지못했다함
2019년 1월 28일,천안문탱크맨,5,,아주 잘 사용하고있습니다. 혁신하면 삼성...
2019년 1월 29일,LUNA,5,,집가전을 삼성으로만 구성하면 세상편함..
2018년 9월 19일,Felleh Kim,1,1.0,이유없이 수시로 앱이 중단됨
2019년 11월 4일,추재학,5,,넘 편리하게 사용
2020년 7월 14일,김서윤,5,,좋아좋아 리모콘 필요가없어 ㅋㅋ
2019년 8월 31일,geon ho,5,,완전 편리해요
2018년 12월 1일,Michael Jeon,3,,smartthing find 앱 설치가 안되는데 따로 apk 파일 있을까요?
2019년 6월 19일,갓훈,1,1.0,왜 티비랑 연결이 간혹 안되는걸까요
2020년 9월 2일,김태미,5,,너무 편합니다. 덕분에 엉덩이가 무거워지네요~~
2020년 9월 4일,ᄋ근영해정 맘,2,,연결이 잘 안됨
2020년 7월 22일,므미,5,,미니베타테스터 인데 노래듣기 좋습니다
2021년 5월 26일,Ohkyun KWON,1,,업데하고나서 다 먹통 업데를 왜 하라는건지.
2019년 7월 10일,김김선중,5,,좋아요 연결잘되고 좋습니다
2019년 7월 11일,Google 사용자,4,,편리하고 너무 좋아용
2019년 7월 19일,형구형,4,,갤럭시사용자인데 잘 됩니다
2020년 9월 2일,이겸태의 세상,2,,내 디바이스 찾기 업데이트했는데 계속 업데이트 해야만 된다고 해서 낮게 줄게요
2020년 9월 8일,김현수,5,,편리해요!!
2021년 2월 10일,이지예,3,,앱 업데이트 한 이후로 어플실행이안되요
2021년 2월 16일,YOUNGMIN LIM,1,,최악임 정말 계속 장비 잡지도 못함
2020년 6월 27일,Namo south,3,,갑자기 어제부터 안되네요
2019년 11월 8일,박준영,5,,편하고 진짜 좋아요
2020년 2월 3일,또또파파,5,,사용해보니 정말 편하고 좋습니다
2020년 8월 3일,장씅,5,1.0,삼정 전자제품만 연결 가능하나요?
2021년 1월 24일,김ed,5,,집에 삼성제품이 많아서 활용도가 높네요
2021년 1월 27일,Yunjung Oh,5,,편하게 잘쓰고잇습니다.
2020년 8월 28일,사람,5,,너무 좋아요
2021년 1월 4일,오보보봉,5,,편리하고 좋아용!
2019년 12월 25일,David Park,5,,간편하게 잘 만들었어요
2019년 3월 22일,자동차 마니아,5,,너무 좋아요
2019년 3월 22일,이진환,3,,버즈라이브 위치를 알려하는데 계속 튕기네요 ㅠㅠ
2019년 4월 25일,Hodeok Byun,1,,너무 불안합니다. 계속 연결이 끊어지니까요
2018년 11월 18일,RY Kim,5,,편리하고 좋아요
2020년 10월 31일,Corea Kim,1,,제대로 연결되는게 없음
2020년 11월 3일,Google 사용자,5,,삼성제품만 사용 만족도 굿👍
2020년 11월 2일,능아월풍,5,,간편하게 사용하기 좋네요
2020년 8월 24일,행동하는구독자,1,1.0,지워버릴꺼임 개쓸데없는기능
2019년 11월 13일,DHJY_PAPA,5,,갤럭시 홈과 사용시 환상의 콜라보
2018년 9월 23일,루나,5,,에어컨 켜고 끌때 좋아요!!
2019년 6월 25일,Paul,2,,오류가 많아요
2020년 11월 10일,soulmate s2,4,,"호환성, 편의성 개선 필요"
2019년 4월 10일,예빈,5,,사용가능한 기기가 많아졌음 좋겠어요
2020년 3월 17일,오양석,5,,이 어플을 만드신 분은 최고임!
2021년 1월 3일,Wie Rofm,5,,최고에용 ㅋㅋㅋ 편리편리
2020년 8월 21일,말보루골드,5,,편안하게 유용하게 쓰입니다
2020년 8월 20일,sora joung,5,,잘~ 사용하고있는!! 자주~~~사용해서탈인!!! 너무편리해서!!! 좋아요!만족합니다!!
2020년 1월 2일,Google 사용자,4,,학교간 아이 위치 확인에 좋아요
2019년 4월 9일,Igyeong Kim,4,,잘 이용하고 있으나 아쉬운 부분도 많습니다
2020년 7월 27일,박깜숙이,4,,미리 공청 틀어놓기 편해요
2021년 1월 14일,김김낭채,5,,위치가 거의 정확 합니다..좋아요
2021년 1월 27일,자일리톨,5,,진짜 편하고 좋아요ㅠㅡㅠ
2019년 6월 28일,휴리,3,,좀더 개선히 필요해요 안정성이 필요함
2019년 2월 19일,김지훈,5,,사용하기 편리하고 좋네요!
2019년 2월 26일,노태의,4,,정말 필요한 기능이 많아요
2020년 3월 18일,SE B,5,,휴대폰으로 제어할수 있어서 편해요
2019년 12월 18일,도다닥,4,,세팅된 설정들을 저장할 수 있었으면 좋겠어요 차의 메모리시트처럼요
2019년 12월 19일,김용수,4,,좋은데 너무 느려요
2019년 8월 3일,꽃영,5,,안쓸땐 몰랐는데 쓰면 좋다는 것을 알게됨 🤓
2020년 7월 18일,송소팔,5,,잘사용중 홈미니 좋습니다.
2019년 8월 4일,이상희,5,,너무 편리하고 유용해요
2020년 12월 28일,MinSu Han,5,,진짜 편리하고 좋아요
2019년 10월 10일,권용복,3,,앱은 좋은데 연결안될때가 있음
2019년 10월 11일,김소희,5,,넘 편하고 좋아요
2019년 1월 8일,boseok kim,5,,요긴하게 잘쓰고있습니다
2020년 9월 8일,柳kame,4,,원격조작 좋네요.
2019년 11월 6일,Peter Han,4,,장점이 아주 많아요. 매우 좋습니다.
2020년 6월 5일,Dae Hoon Lee,4,,설정이 잘 되는건 아닙니다
2020년 6월 5일,호영,5,,이번 업데이트로 매우 편리해짐
2020년 6월 18일,블레이드카가,5,,모든 스마트기기의 상태를알수있어좋아요
2020년 6월 22일,김재훈,5,,아주 쓰기 편하고 좋아요
2020년 8월 1일,김창빈,5,,근무 시 알림 대용으로 쓰임 최고👍
2020년 8월 4일,울릭[함민],5,,삶을 개선하게 만드는 어플~👍
2020년 8월 18일,이정민,5,,전 리모컨 불편해써 안씁니다 ㅋㅋ
2020년 6월 5일,현승원,5,,설명은 생략한다. 써보면알거다.
2020년 6월 15일,싼타,2,,잘 작동 안되요
2019년 3월 12일,latte maltipoo,5,,삼성 기기 다 연결되서 넘 편해요
2020년 2월 1일,김동식,4,,집에 들어가기전에 켜져서 좋아요
2019년 1월 15일,민일홍,5,,편해서 차량네비보다 좋음
2020년 10월 26일,Bean Black,5,,정말편해요
2020년 10월 15일,ye young kim,2,,티비 켜는게 없어지다니..ㅠㅠ
2020년 6월 28일,박진우,4,,갤럭시 생태계를 만들기 위한 좋은 첫걸음으로 보입니다
2021년 4월 29일,영덕유,5,,알림창 밧데리 잔량 표시 구현에주세요
2021년 5월 4일,great hu,3,,2in1 에어컨인데 몇일전부터 벽걸이에어컨 사용량이 체크가 안되요 왜그러죠?
2020년 8월 26일,서누파파,5,,사용간편하고 좋아요
2020년 5월 21일,조문신,5,,아주 좋아요~
2020년 5월 25일,경혜영,5,,바뀐후 사용이 편리해졌어요.
2021년 6월 6일,조경민,5,,너무 유용하게 잘 쓰고있습니다!!
2021년 6월 10일,J esus,5,,좋음 쓸만함 블투 껏다켰다 안해도 되어서 더 좋음
2019년 8월 13일,한비,5,,기기 바꿔 노래 들을 때 편함
2020년 6월 25일,박경석,1,1.0,왜이리 팅기나요 10에9번은 팅기던데.. 뭐가문제인가요 갤노트9입니다
2019년 6월 18일,까치머리,4,,제품 모델이 삼성뿐이라 아쉽네요.
2019년 7월 18일,최승화,3,,더 세로 왤케 반응 느리냐 개선좀해라
2019년 7월 19일,Google 사용자,5,,진짜로 이 앱 한번 써보면 스마트하다는 것을 느낄수가 있음
2019년 6월 29일,세연 세린,5,,센서 하나하나 붙여보는 재미
2021년 6월 26일,한명,1,,안써서 업데이트 취소했는데 자꾸만 업데이트되요.
2019년 5월 8일,JM L,1,,진짜 느려터졌어요
2019년 7월 27일,JOSEUB,1,,업데잇으로 제어불가. 제발 좀 개선해주세요.
2019년 7월 29일,박준석,5,,조절가능해서좋아요~
